,Date_,Gld_Close
318,2011-04-07,1458.5
319,2011-04-08,1473.4
320,2011-04-11,1467.4
321,2011-04-12,1452.9
322,2011-04-13,1454.9
323,2011-04-14,1471.7
324,2011-04-15,1485.3
325,2011-04-18,1492.3
326,2011-04-19,1494.5
327,2011-04-20,1498.3
328,2011-04-21,1503.2
329,2011-04-25,1508.6
330,2011-04-26,1503.0
331,2011-04-27,1516.7
332,2011-04-28,1530.8
333,2011-04-29,1556.0
334,2011-05-02,1556.7
335,2011-05-03,1540.1
336,2011-05-04,1514.9
337,2011-05-05,1480.9
338,2011-05-06,1491.2
339,2011-05-09,1502.9
340,2011-05-10,1516.6
341,2011-05-11,1501.1
342,2011-05-12,1506.6
343,2011-05-13,1493.4
344,2011-05-16,1490.4
345,2011-05-17,1479.8
346,2011-05-18,1495.6
347,2011-05-19,1492.2
348,2011-05-20,1508.8
349,2011-05-23,1515.3
350,2011-05-24,1523.2
351,2011-05-25,1526.6
352,2011-05-26,1522.8
353,2011-05-27,1536.3
354,2011-05-31,1535.9
355,2011-06-01,1542.4
356,2011-06-02,1532.0
357,2011-06-03,1541.7
358,2011-06-06,1546.5
359,2011-06-07,1543.3
360,2011-06-08,1538.1
361,2011-06-09,1542.1
362,2011-06-10,1528.6
363,2011-06-13,1515.0
364,2011-06-14,1523.8
365,2011-06-15,1525.6
366,2011-06-16,1529.3
367,2011-06-17,1538.6
368,2011-06-20,1541.5
369,2011-06-21,1546.0
370,2011-06-22,1552.9
371,2011-06-23,1520.1
372,2011-06-24,1500.5
373,2011-06-27,1496.0
374,2011-06-28,1499.7
375,2011-06-29,1509.9
376,2011-06-30,1502.3
377,2011-07-01,1482.3
378,2011-07-05,1512.3
379,2011-07-06,1528.7
380,2011-07-07,1530.2
381,2011-07-08,1541.2
382,2011-07-11,1548.8
383,2011-07-12,1561.9
384,2011-07-13,1585.2
385,2011-07-14,1589.0
386,2011-07-15,1589.8
387,2011-07-18,1602.1
388,2011-07-19,1600.9
389,2011-07-20,1596.7
390,2011-07-21,1586.8
391,2011-07-22,1601.3
392,2011-07-25,1612.0
393,2011-07-26,1616.6
394,2011-07-27,1615.0
395,2011-07-28,1613.4
396,2011-07-29,1628.3
397,2011-08-01,1619.0
398,2011-08-02,1641.9
399,2011-08-03,1663.4
400,2011-08-04,1656.2
401,2011-08-05,1648.8
402,2011-08-08,1710.2
403,2011-08-09,1740.0
404,2011-08-10,1781.3
405,2011-08-11,1748.8
406,2011-08-12,1740.2
407,2011-08-15,1755.5
408,2011-08-16,1782.4
409,2011-08-17,1791.2
410,2011-08-18,1818.9
411,2011-08-19,1848.9
412,2011-08-22,1888.7
413,2011-08-23,1858.3
414,2011-08-24,1754.1
415,2011-08-25,1759.8
416,2011-08-26,1794.1
417,2011-08-29,1788.4
418,2011-08-30,1826.7
419,2011-08-31,1828.5
420,2011-09-01,1826.0
421,2011-09-02,1873.7
422,2011-09-06,1869.9
423,2011-09-07,1814.2
424,2011-09-08,1854.4
425,2011-09-09,1856.4
426,2011-09-12,1809.9
427,2011-09-13,1826.8
428,2011-09-14,1823.5
429,2011-09-15,1778.5
430,2011-09-16,1812.1
431,2011-09-19,1776.4
432,2011-09-20,1806.6
433,2011-09-21,1805.5
434,2011-09-22,1739.2
435,2011-09-23,1637.5
436,2011-09-26,1592.5
437,2011-09-27,1650.6
438,2011-09-28,1616.3
439,2011-09-29,1615.5
440,2011-09-30,1620.4
441,2011-10-03,1656.0
442,2011-10-04,1614.7
443,2011-10-05,1640.3
444,2011-10-06,1651.9
445,2011-10-07,1634.5
446,2011-10-10,1669.6
447,2011-10-11,1659.7
448,2011-10-12,1681.3
449,2011-10-13,1667.3
450,2011-10-14,1681.8
451,2011-10-17,1675.5
452,2011-10-18,1651.7
453,2011-10-19,1646.0
454,2011-10-20,1611.9
455,2011-10-21,1635.1
456,2011-10-24,1651.5
457,2011-10-25,1699.6
458,2011-10-26,1722.7
459,2011-10-27,1746.7
460,2011-10-28,1746.2
461,2011-10-31,1724.2
462,2011-11-01,1711.0
463,2011-11-02,1728.7
464,2011-11-03,1764.2
465,2011-11-04,1755.3
466,2011-11-07,1790.3
467,2011-11-08,1798.4
468,2011-11-09,1790.9
469,2011-11-10,1758.9
470,2011-11-11,1787.5
471,2011-11-14,1777.8
472,2011-11-15,1781.7
473,2011-11-16,1773.8
474,2011-11-17,1719.8
475,2011-11-18,1724.7
476,2011-11-21,1678.3
477,2011-11-22,1702.2
478,2011-11-23,1695.7
479,2011-11-25,1685.5
480,2011-11-28,1710.8
481,2011-11-29,1713.4
482,2011-11-30,1745.5
483,2011-12-01,1735.3
484,2011-12-02,1747.0
485,2011-12-05,1730.7
486,2011-12-06,1727.9
487,2011-12-07,1740.9
488,2011-12-08,1709.8
489,2011-12-09,1712.8
490,2011-12-12,1664.2
491,2011-12-13,1659.9
492,2011-12-14,1584.3
493,2011-12-15,1574.6
494,2011-12-16,1595.6
495,2011-12-19,1594.4
496,2011-12-20,1615.6
497,2011-12-21,1611.9
498,2011-12-22,1608.9
499,2011-12-23,1604.7
500,2011-12-27,1594.2
501,2011-12-28,1562.9
502,2011-12-29,1539.9
503,2011-12-30,1565.8
504,2012-01-03,1599.7
505,2012-01-04,1611.9
506,2012-01-05,1619.4
507,2012-01-06,1616.1
508,2012-01-09,1607.5
509,2012-01-10,1631.0
510,2012-01-11,1639.2
511,2012-01-12,1647.3
512,2012-01-13,1630.4
513,2012-01-17,1655.2
514,2012-01-18,1659.5
515,2012-01-19,1654.1
516,2012-01-20,1663.7
517,2012-01-23,1678.0
518,2012-01-24,1664.2
519,2012-01-25,1699.8
520,2012-01-26,1726.3
521,2012-01-27,1731.8
522,2012-01-30,1731.0
523,2012-01-31,1737.8
524,2012-02-01,1747.1
525,2012-02-02,1756.8
526,2012-02-03,1737.9
527,2012-02-06,1722.8
528,2012-02-07,1746.4
529,2012-02-08,1729.3
530,2012-02-09,1739.0
531,2012-02-10,1723.3
532,2012-02-13,1723.0
533,2012-02-14,1715.9
534,2012-02-15,1726.3
535,2012-02-16,1726.8
536,2012-02-17,1724.5
537,2012-02-21,1757.1
538,2012-02-22,1770.0
539,2012-02-23,1784.9
540,2012-02-24,1775.1
541,2012-02-27,1773.6
542,2012-02-28,1787.0
543,2012-02-29,1709.9
544,2012-03-01,1721.1
545,2012-03-02,1708.8
546,2012-03-05,1703.0
547,2012-03-06,1671.4
548,2012-03-07,1683.3
549,2012-03-08,1698.1
550,2012-03-09,1710.9
551,2012-03-12,1699.2
552,2012-03-13,1693.7
553,2012-03-14,1642.5
554,2012-03-15,1659.1
555,2012-03-16,1655.5
556,2012-03-19,1666.9
557,2012-03-20,1646.7
558,2012-03-21,1650.0
559,2012-03-22,1642.3
560,2012-03-23,1662.3
561,2012-03-26,1685.5
562,2012-03-27,1684.8
563,2012-03-28,1657.9
564,2012-03-29,1652.2
565,2012-03-30,1669.3
566,2012-04-02,1677.5
567,2012-04-03,1670.0
568,2012-04-04,1612.3
569,2012-04-05,1628.5
570,2012-04-09,1642.5
571,2012-04-10,1659.5
572,2012-04-11,1659.0
573,2012-04-12,1679.5
574,2012-04-13,1659.1
575,2012-04-16,1648.7
576,2012-04-17,1650.3
577,2012-04-18,1638.8
578,2012-04-19,1640.6
579,2012-04-20,1642.1
580,2012-04-23,1631.9
581,2012-04-24,1643.0
582,2012-04-25,1641.4
583,2012-04-26,1659.6
584,2012-04-27,1664.0
585,2012-04-30,1663.4
586,2012-05-01,1661.7
587,2012-05-02,1653.4
588,2012-05-03,1634.2
589,2012-05-04,1644.7
590,2012-05-07,1638.6
591,2012-05-08,1604.0
592,2012-05-09,1593.7
593,2012-05-10,1595.1
594,2012-05-11,1583.6
595,2012-05-14,1560.6
596,2012-05-15,1556.8
597,2012-05-16,1536.2
598,2012-05-17,1574.5
599,2012-05-18,1591.6
600,2012-05-21,1588.4
601,2012-05-22,1576.3
602,2012-05-23,1548.1
603,2012-05-24,1557.3
604,2012-05-25,1568.8
605,2012-05-29,1548.6
606,2012-05-30,1563.4
607,2012-05-31,1562.6
608,2012-06-01,1620.5
609,2012-06-04,1612.2
610,2012-06-05,1615.2
611,2012-06-06,1632.8
612,2012-06-07,1586.6
613,2012-06-08,1590.1
614,2012-06-11,1595.5
615,2012-06-12,1612.7
616,2012-06-13,1618.1
617,2012-06-14,1618.4
618,2012-06-15,1627.0
619,2012-06-18,1625.7
620,2012-06-19,1622.2
621,2012-06-20,1614.8
622,2012-06-21,1564.5
623,2012-06-22,1566.0
624,2012-06-25,1587.5
625,2012-06-26,1574.0
626,2012-06-27,1577.5
627,2012-06-28,1549.7
628,2012-06-29,1603.5
629,2012-07-02,1597.2
630,2012-07-03,1621.3
631,2012-07-05,1608.9
632,2012-07-06,1578.4
633,2012-07-09,1588.6
634,2012-07-10,1579.3
635,2012-07-11,1575.2
636,2012-07-12,1564.9
637,2012-07-13,1591.6
638,2012-07-16,1591.2
639,2012-07-17,1589.1
640,2012-07-18,1570.4
641,2012-07-19,1580.1
642,2012-07-20,1582.5
643,2012-07-23,1577.1
644,2012-07-24,1576.0
645,2012-07-25,1608.0
646,2012-07-26,1615.0
647,2012-07-27,1617.9
648,2012-07-30,1619.7
649,2012-07-31,1610.5
650,2012-08-01,1603.7
651,2012-08-02,1587.4
652,2012-08-03,1606.0
653,2012-08-06,1612.9
654,2012-08-07,1609.7
655,2012-08-08,1612.9
656,2012-08-09,1617.1
657,2012-08-10,1619.7
658,2012-08-13,1609.6
659,2012-08-14,1599.4
660,2012-08-15,1603.7
661,2012-08-16,1616.1
662,2012-08-17,1616.3
663,2012-08-20,1620.1
664,2012-08-21,1639.9
665,2012-08-22,1637.4
666,2012-08-23,1669.6
667,2012-08-24,1669.8
668,2012-08-27,1672.4
669,2012-08-28,1666.5
670,2012-08-29,1659.8
671,2012-08-30,1653.5
672,2012-08-31,1684.6
673,2012-09-04,1692.9
674,2012-09-05,1690.8
675,2012-09-06,1702.6
676,2012-09-07,1737.5
677,2012-09-10,1728.7
678,2012-09-11,1731.8
679,2012-09-12,1730.6
680,2012-09-13,1769.1
681,2012-09-14,1769.8
682,2012-09-17,1767.7
683,2012-09-18,1768.4
684,2012-09-19,1769.0
685,2012-09-20,1767.7
686,2012-09-21,1775.5
687,2012-09-24,1762.1
688,2012-09-25,1763.8
689,2012-09-26,1750.6
690,2012-09-27,1777.6
691,2012-09-28,1771.1
692,2012-10-01,1780.5
693,2012-10-02,1772.7
694,2012-10-03,1777.3
695,2012-10-04,1794.1
696,2012-10-05,1778.6
697,2012-10-08,1773.5
698,2012-10-09,1763.0
699,2012-10-10,1763.2
700,2012-10-11,1768.8
701,2012-10-12,1758.0
702,2012-10-15,1736.0
703,2012-10-16,1744.7
704,2012-10-17,1751.5
705,2012-10-18,1743.3
706,2012-10-19,1722.8
707,2012-10-22,1725.1
708,2012-10-23,1708.3
709,2012-10-24,1700.5
710,2012-10-25,1712.0
711,2012-10-26,1710.9
712,2012-10-31,1717.5
713,2012-11-01,1714.1
714,2012-11-02,1674.1
715,2012-11-05,1682.2
716,2012-11-06,1714.1
717,2012-11-07,1713.2
718,2012-11-08,1725.4
719,2012-11-09,1730.3
720,2012-11-12,1730.3
721,2012-11-13,1724.2
722,2012-11-14,1729.5
723,2012-11-15,1713.3
724,2012-11-16,1714.3
725,2012-11-19,1734.0
726,2012-11-20,1723.2
727,2012-11-21,1727.9
728,2012-11-23,1751.3
729,2012-11-26,1749.5
730,2012-11-27,1742.2
731,2012-11-28,1716.5
732,2012-11-29,1727.2
733,2012-11-30,1710.9
734,2012-12-03,1719.6
735,2012-12-04,1694.4
736,2012-12-05,1692.4
737,2012-12-06,1700.3
738,2012-12-07,1704.0
739,2012-12-10,1713.0
740,2012-12-11,1708.2
741,2012-12-12,1716.6
742,2012-12-13,1695.6
743,2012-12-14,1695.8
744,2012-12-17,1697.0
745,2012-12-18,1669.5
746,2012-12-19,1666.5
747,2012-12-20,1644.9
748,2012-12-21,1659.1
749,2012-12-24,1658.6
750,2012-12-26,1659.8
751,2012-12-27,1662.6
752,2012-12-28,1654.9
753,2012-12-31,1674.8
754,2013-01-02,1687.9
755,2013-01-03,1673.7
756,2013-01-04,1648.1
757,2013-01-07,1645.5
758,2013-01-08,1661.5
759,2013-01-09,1654.8
760,2013-01-10,1677.3
761,2013-01-11,1660.0
762,2013-01-14,1668.9
763,2013-01-15,1683.4
764,2013-01-16,1682.7
765,2013-01-17,1690.4
766,2013-01-18,1686.6
767,2013-01-22,1692.8
768,2013-01-23,1686.3
769,2013-01-24,1669.5
770,2013-01-25,1656.4
771,2013-01-28,1652.4
772,2013-01-29,1660.7
773,2013-01-30,1679.9
774,2013-01-31,1660.6
775,2013-02-01,1669.4
776,2013-02-04,1675.3
777,2013-02-05,1672.4
778,2013-02-06,1677.7
779,2013-02-07,1670.4
780,2013-02-08,1666.0
781,2013-02-11,1648.2
782,2013-02-12,1648.7
783,2013-02-13,1644.2
784,2013-02-14,1634.7
785,2013-02-15,1608.8
786,2013-02-19,1603.6
787,2013-02-20,1577.6
788,2013-02-21,1578.2
789,2013-02-22,1572.4
790,2013-02-25,1586.2
791,2013-02-26,1615.2
792,2013-02-27,1595.2
793,2013-02-28,1577.7
794,2013-03-01,1571.9
795,2013-03-04,1572.1
796,2013-03-05,1574.6
797,2013-03-06,1574.6
798,2013-03-07,1574.8
799,2013-03-08,1576.6
800,2013-03-11,1577.8
801,2013-03-12,1591.5
802,2013-03-13,1588.3
803,2013-03-14,1590.6
804,2013-03-15,1592.5
805,2013-03-18,1604.6
806,2013-03-19,1611.3
807,2013-03-20,1607.5
808,2013-03-21,1613.8
809,2013-03-22,1606.2
810,2013-03-25,1604.6
811,2013-03-26,1595.8
812,2013-03-27,1606.2
813,2013-03-28,1594.8
814,2013-04-01,1600.0
815,2013-04-02,1575.1
816,2013-04-03,1552.8
817,2013-04-04,1551.8
818,2013-04-05,1575.4
819,2013-04-08,1572.0
820,2013-04-09,1586.2
821,2013-04-10,1558.3
822,2013-04-11,1564.3
823,2013-04-12,1501.0
824,2013-04-15,1360.6
825,2013-04-16,1386.8
826,2013-04-17,1382.2
827,2013-04-18,1392.0
828,2013-04-19,1395.3
829,2013-04-22,1421.0
830,2013-04-23,1408.6
831,2013-04-24,1423.4
832,2013-04-25,1461.8
833,2013-04-26,1453.6
834,2013-04-29,1467.4
835,2013-04-30,1472.2
836,2013-05-01,1446.3
837,2013-05-02,1467.7
838,2013-05-03,1464.3
839,2013-05-06,1468.1
840,2013-05-07,1449.0
841,2013-05-08,1473.9
842,2013-05-09,1468.8
843,2013-05-10,1436.8
844,2013-05-13,1434.5
845,2013-05-14,1424.7
846,2013-05-15,1396.5
847,2013-05-16,1387.1
848,2013-05-17,1364.9
849,2013-05-20,1384.3
850,2013-05-21,1377.8
851,2013-05-22,1367.6
852,2013-05-23,1392.0
853,2013-05-24,1386.8
854,2013-05-28,1379.1
855,2013-05-29,1391.3
856,2013-05-30,1411.5
857,2013-05-31,1392.6
858,2013-06-03,1411.7
859,2013-06-04,1397.1
860,2013-06-05,1398.4
861,2013-06-06,1415.7
862,2013-06-07,1383.0
863,2013-06-10,1386.2
864,2013-06-11,1377.0
865,2013-06-12,1391.8
866,2013-06-13,1377.6
867,2013-06-14,1387.3
868,2013-06-17,1382.8
869,2013-06-18,1366.6
870,2013-06-19,1373.6
871,2013-06-20,1285.9
872,2013-06-21,1291.6
873,2013-06-24,1276.8
874,2013-06-25,1274.8
875,2013-06-26,1229.6
876,2013-06-27,1211.4
877,2013-06-28,1223.8
878,2013-07-01,1255.9
879,2013-07-02,1243.6
880,2013-07-03,1252.1
881,2013-07-05,1212.9
882,2013-07-08,1234.9
883,2013-07-09,1245.9
884,2013-07-10,1247.4
885,2013-07-11,1280.1
886,2013-07-12,1277.8
887,2013-07-15,1283.8
888,2013-07-16,1290.8
889,2013-07-17,1277.9
890,2013-07-18,1284.6
891,2013-07-19,1293.3
892,2013-07-22,1336.4
893,2013-07-23,1335.1
894,2013-07-24,1319.7
895,2013-07-25,1329.0
896,2013-07-26,1321.7
897,2013-07-29,1328.4
898,2013-07-30,1324.0
899,2013-07-31,1312.4
900,2013-08-01,1311.0
901,2013-08-02,1310.6
902,2013-08-05,1302.6
903,2013-08-06,1283.2
904,2013-08-07,1286.1
905,2013-08-08,1310.7
906,2013-08-09,1312.9
907,2013-08-12,1334.7
908,2013-08-13,1321.2
909,2013-08-14,1334.0
910,2013-08-15,1361.6
911,2013-08-16,1371.7
912,2013-08-19,1366.2
913,2013-08-20,1373.1
914,2013-08-21,1370.6
915,2013-08-22,1371.2
916,2013-08-23,1395.7
917,2013-08-26,1393.0
918,2013-08-27,1420.6
919,2013-08-28,1419.0
920,2013-08-29,1412.9
921,2013-08-30,1396.1
922,2013-09-03,1412.0
923,2013-09-04,1389.9
924,2013-09-05,1373.1
925,2013-09-06,1386.7
926,2013-09-09,1386.8
927,2013-09-10,1364.1
928,2013-09-11,1363.9
929,2013-09-12,1330.4
930,2013-09-13,1308.4
931,2013-09-16,1317.9
932,2013-09-17,1309.5
933,2013-09-18,1307.8
934,2013-09-19,1369.4
935,2013-09-20,1332.5
936,2013-09-23,1326.9
937,2013-09-24,1316.0
938,2013-09-25,1335.9
939,2013-09-26,1323.6
940,2013-09-27,1338.4
941,2013-09-30,1326.5
942,2013-10-01,1286.0
943,2013-10-02,1320.6
944,2013-10-03,1317.4
945,2013-10-04,1309.7
946,2013-10-07,1324.8
947,2013-10-08,1324.2
948,2013-10-09,1306.9
949,2013-10-10,1296.6
950,2013-10-11,1268.0
951,2013-10-14,1276.4
952,2013-10-15,1273.0
953,2013-10-16,1282.0
954,2013-10-17,1322.7
955,2013-10-18,1314.4
956,2013-10-21,1315.7
957,2013-10-22,1342.5
958,2013-10-23,1333.9
959,2013-10-24,1350.2
960,2013-10-25,1352.4
961,2013-10-28,1352.0
962,2013-10-29,1345.2
963,2013-10-30,1349.0
964,2013-10-31,1323.6
965,2013-11-01,1313.1
966,2013-11-04,1314.6
967,2013-11-05,1308.0
968,2013-11-06,1317.7
969,2013-11-07,1308.4
970,2013-11-08,1284.5
971,2013-11-11,1281.0
972,2013-11-12,1271.1
973,2013-11-13,1268.3
974,2013-11-14,1286.2
975,2013-11-15,1287.3
976,2013-11-18,1272.2
977,2013-11-19,1273.4
978,2013-11-20,1257.9
979,2013-11-21,1243.5
980,2013-11-22,1244.0
981,2013-11-25,1241.1
982,2013-11-26,1241.4
983,2013-11-27,1237.8
984,2013-11-29,1250.6
985,2013-12-02,1222.3
986,2013-12-03,1221.7
987,2013-12-04,1248.2
988,2013-12-05,1233.2
989,2013-12-06,1230.3
990,2013-12-09,1235.3
991,2013-12-10,1262.4
992,2013-12-11,1258.5
993,2013-12-12,1226.0
994,2013-12-13,1235.7
995,2013-12-16,1245.5
996,2013-12-17,1231.2
997,2013-12-18,1236.1
